Time (s),Voltage,Current
795.404673576355,3.62936,-0.195086
796.494509935379,3.62935,-0.195146
797.5826106071472,3.62932,-0.195069
798.6793825626373,3.62934,-0.195177
799.7696125507355,3.62929,-0.19505
800.8618330955505,3.62925,-0.195163
801.9592046737671,3.62926,-0.195086
803.0496621131897,3.62921,-0.195097
804.1405739784241,3.62921,-0.195128
805.2374634742737,3.62919,-0.195041
806.3282814025879,3.62915,-0.195134
807.4177689552307,3.62911,-0.195068
808.5159599781036,3.62916,-0.195142
809.6056084632874,3.62913,-0.195097
810.6919221878052,3.62909,-0.195129
811.7786862850189,3.62908,-0.195115
812.8701615333557,3.62905,-0.195073
813.9676570892334,3.62903,-0.195108
815.0578985214233,3.629,-0.195143
816.1487567424774,3.62897,-0.19504
817.2465605735779,3.62899,-0.195144
818.3359613418579,3.62896,-0.195113
819.4229400157928,3.62894,-0.195129
820.5177862644196,3.62899,-0.195034
821.6078712940216,3.6289,-0.195138
822.6943101882935,3.62884,-0.195044
823.7839179039001,3.62893,-0.195094
824.8711013793945,3.62889,-0.19512
825.9591724872589,3.62883,-0.195104
827.0491399765015,3.62879,-0.195027
828.1402485370636,3.62885,-0.195131
829.2339026927948,3.62877,-0.195128
830.323272228241,3.62874,-0.195155
831.4131591320038,3.62873,-0.19509
832.5099580287933,3.62874,-0.195155
833.5992710590363,3.62868,-0.195109
834.689768075943,3.62871,-0.19518
835.7838544845581,3.62867,-0.195024
836.8732528686523,3.62862,-0.195127
837.9642298221588,3.62865,-0.195115
839.0542190074921,3.62866,-0.195064
840.1510970592499,3.62859,-0.19513
841.2422804832458,3.6286,-0.195132
842.3322877883911,3.62853,-0.195044
843.4307143688202,3.62853,-0.195152
844.5221483707428,3.62855,-0.19509
845.6177275180817,3.6285,-0.195116
846.7072348594666,3.62848,-0.195126
847.7990832328796,3.62847,-0.19511
848.8957462310791,3.62842,-0.195125
849.9860780239105,3.62844,-0.195063
851.073956489563,3.62847,-0.195135
852.1621880531311,3.62835,-0.195143
853.2525000572205,3.62833,-0.195067
854.3375470638275,3.62837,-0.195141
855.4300937652588,3.62836,-0.195145
856.52525806427,3.62832,-0.195108
857.6154279708862,3.62829,-0.19514
858.7025575637817,3.62827,-0.195106
859.7895586490631,3.62824,-0.195128
860.8796882629395,3.62826,-0.195156
861.973662853241,3.62822,-0.195082
863.061553478241,3.62824,-0.195158
864.1511499881744,3.62818,-0.195142
865.2407824993134,3.62819,-0.195103
866.3277084827423,3.62818,-0.195148
867.4176805019379,3.62815,-0.195148
868.5135238170624,3.62813,-0.195109
869.6048443317413,3.62808,-0.195134
870.6935918331146,3.62809,-0.195148
871.7904002666473,3.62806,-0.195108
872.8778264522552,3.62808,-0.195152
873.9648520946503,3.62807,-0.195126
875.0536894798279,3.62801,-0.195096
876.1449565887451,3.628,-0.195032
877.2374768257141,3.62798,-0.195133
878.3250975608826,3.62793,-0.195083
879.416773557663,3.62794,-0.195094
880.5097343921661,3.62789,-0.195099
881.605596780777,3.62789,-0.195148
882.6917567253113,3.62788,-0.19503
883.7814965248108,3.6279,-0.195097
884.8714926242828,3.62787,-0.195146
885.9599921703339,3.62785,-0.195057
887.057149887085,3.62779,-0.195151
888.1490597724915,3.62779,-0.195061
889.2411231994629,3.62779,-0.195107
890.3361051082611,3.62774,-0.195152
891.4245345592499,3.62775,-0.195059
892.5110945701599,3.6277,-0.19508
893.6010963916779,3.62771,-0.195149
894.6879098415375,3.62769,-0.195114
895.7766990661621,3.62766,-0.195074
896.863960981369,3.62763,-0.195079
897.9536323547363,3.62761,-0.19516
899.0533971786499,3.62766,-0.195089
900.1442303657532,3.62756,-0.195138
901.2343175411224,3.62758,-0.195059
902.3287477493286,3.62755,-0.195126
903.4202358722687,3.62757,-0.195069
904.5121223926544,3.6275,-0.195146
905.6080896854401,3.6275,-0.195147
906.6972017288208,3.62746,-0.195062
907.7843639850616,3.62744,-0.195119
908.8733263015747,3.62747,-0.195173
909.9701449871063,3.62745,-0.195064
911.0611760616302,3.62738,-0.195152
912.1524817943573,3.62744,-0.195055
913.2476093769073,3.62741,-0.195139
914.34046459198,3.62737,-0.195104
915.4289908409119,3.62731,-0.19507
916.5261144638062,3.62731,-0.195073
917.6134684085846,3.62729,-0.195073
918.7034561634064,3.62733,-0.195093
919.7944846153259,3.62726,-0.195103
920.891672372818,3.62726,-0.19502
921.9840648174286,3.6272,-0.195085
923.0745849609375,3.6272,-0.195171
924.1708862781525,3.62717,-0.195127
925.2579126358032,3.62716,-0.195157
926.3498516082764,3.62711,-0.195107
927.4404344558716,3.62716,-0.19514
928.5358600616455,3.62714,-0.195133
929.6255156993866,3.62713,-0.195115
930.712676525116,3.62705,-0.195096
931.8027656078339,3.62704,-0.195097
932.89475440979,3.62704,-0.195167
933.9926884174347,3.627,-0.195175
935.0827009677887,3.62695,-0.195151
936.1801958084106,3.627,-0.195101
937.2677369117737,3.62692,-0.195085
938.3588118553162,3.62696,-0.19511
939.4489638805389,3.62691,-0.19516
940.543557882309,3.6269,-0.195119
941.6326355934143,3.62684,-0.195141
942.7217841148376,3.62683,-0.195052
943.8133022785187,3.62683,-0.195151
944.9100661277771,3.6268,-0.195094
945.9999206066132,3.62681,-0.195152
947.0909655094147,3.62675,-0.19513
948.1899764537811,3.62678,-0.195181
949.2789351940155,3.62674,-0.195079
950.3669979572296,3.62672,-0.195175
951.4657318592072,3.62667,-0.195124
952.5539457798004,3.62664,-0.195197
953.6441276073456,3.62661,-0.195107
954.7351026535034,3.62666,-0.195148
955.8318562507629,3.62663,-0.19512
956.9199149608612,3.62663,-0.195193
958.0091104507446,3.62656,-0.195157
959.0961611270905,3.62656,-0.195082
960.1831696033478,3.62656,-0.195141
961.2730548381805,3.62652,-0.195117
962.3706295490265,3.62651,-0.195091
963.4620587825775,3.62644,-0.195202
964.5511918067932,3.62645,-0.195066
965.6495213508606,3.62646,-0.195177
966.7382328510284,3.62643,-0.1952
967.8348939418793,3.62641,-0.195143
968.927412033081,3.6264,-0.19515
970.0144226551056,3.62638,-0.195101
971.1046326160431,3.62638,-0.195114
972.1961078643799,3.62631,-0.195149
973.2933738231659,3.62636,-0.195082
974.3814194202423,3.62626,-0.195076
975.4716906547546,3.62627,-0.19505
976.5676791667938,3.62627,-0.195196
977.6566774845123,3.62625,-0.195138
978.7438242435455,3.62627,-0.195119
979.8345339298248,3.62617,-0.195166
980.9243364334106,3.62621,-0.19513
982.0124669075012,3.62617,-0.195118
983.1098701953888,3.62618,-0.195032
984.1989912986755,3.62617,-0.195064
985.2859075069427,3.62612,-0.195091
986.3765721321106,3.62616,-0.195097
987.4733884334564,3.62607,-0.195049
988.5665204524994,3.62609,-0.195128
989.6645693778992,3.62609,-0.195082
990.7556321620941,3.62604,-0.195052
991.8445746898651,3.62603,-0.195162
992.9423649311066,3.62596,-0.195092
994.0297839641571,3.62597,-0.195166
995.1202521324158,3.62594,-0.195079
996.2076449394226,3.62597,-0.195159
997.2986731529236,3.62592,-0.195107
998.3960375785828,3.62594,-0.195126
999.4857985973358,3.6259,-0.195086
1000.5778548717499,3.62591,-0.195141
1001.6725122928619,3.62583,-0.195127
1002.7608370780945,3.62585,-0.195162
1003.8488738536835,3.6258,-0.195081
1004.9398958683014,3.62581,-0.195091
1006.0360939502716,3.62575,-0.195144
1007.1258285045624,3.62581,-0.195086
1008.2136979103088,3.62575,-0.195099
1009.3050155639648,3.62571,-0.195067
1010.4022014141083,3.62573,-0.1952
1011.4886062145233,3.62566,-0.195132
1012.5789618492126,3.62568,-0.19514
1013.6698367595673,3.62567,-0.1951
1014.7665407657623,3.62563,-0.195222
1015.8557224273682,3.62563,-0.195074
1016.9467897415161,3.62563,-0.195149
1018.0406005382538,3.62558,-0.195088
1019.1313874721527,3.62561,-0.195156
1020.2221102714539,3.62555,-0.19509
1021.3130166530609,3.62556,-0.195117
1022.4098832607269,3.62553,-0.19509
1023.5011229515076,3.62548,-0.195182
1024.591124534607,3.62547,-0.195089
1025.689903497696,3.62545,-0.195216
1026.779685974121,3.62546,-0.195133
1027.8749794960022,3.62541,-0.195169
1028.9665846824646,3.6254,-0.195141
1030.0552735328674,3.62539,-0.195101
1031.1422710418701,3.62537,-0.195092
1032.2332067489624,3.62539,-0.195124
1033.3300445079803,3.62534,-0.195066
1034.4180829524994,3.62535,-0.195152
1035.5107543468475,3.62529,-0.195126
1036.5972664356232,3.62534,-0.195165
1037.6946716308594,3.62522,-0.195114
1038.7813882827759,3.62529,-0.195203
1039.8685636520386,3.62526,-0.19513
1040.958426952362,3.62519,-0.195142
1042.0492928028107,3.62522,-0.195051
1043.1429104804993,3.62519,-0.195138
1044.231256723404,3.62517,-0.195118
1045.3208038806915,3.62517,-0.195141
1046.4064705371857,3.62511,-0.195107
1047.4975280761719,3.62515,-0.195043
1048.5945332050323,3.62512,-0.195189
1049.6869585514069,3.62509,-0.195099
1050.7776281833649,3.62501,-0.195121
1051.876409292221,3.62505,-0.195045
1052.966289281845,3.625,-0.1951
1054.0628552436829,3.62502,-0.195163
1055.1506752967834,3.62502,-0.195081
1056.2430641651154,3.62499,-0.195114
1057.3327832221985,3.62496,-0.195075
1058.429610967636,3.62493,-0.195174
1059.5209770202637,3.62498,-0.195093
1060.6096684932709,3.62492,-0.195115
1061.7017002105713,3.62485,-0.195137
1062.8000552654266,3.62488,-0.195201
1063.8882491588593,3.62488,-0.195101
1064.9772264957428,3.62484,-0.195146
1066.0688982009888,3.6248,-0.195083
1067.1646292209625,3.6248,-0.195173
1068.2543981075287,3.62478,-0.195153
1069.340095281601,3.62478,-0.19521
1070.4269263744354,3.62474,-0.195145
1071.5141561031342,3.62469,-0.195099
1072.6005980968475,3.62466,-0.195087
1073.690759897232,3.6247,-0.195112
1074.784507036209,3.62463,-0.195139
1075.8729360103607,3.62465,-0.195064
1076.9625341892242,3.62462,-0.195141
1078.0539531707764,3.62461,-0.195073
1079.1494133472443,3.6246,-0.195171
1080.237803697586,3.62452,-0.195078
1081.3270134925842,3.62456,-0.19513
1082.4150841236115,3.62449,-0.19511
1083.5123481750488,3.62454,-0.195086
1084.6009249687195,3.6245,-0.195134
1085.6911237239838,3.6245,-0.195069
1086.778917312622,3.62446,-0.195139
1087.8681128025055,3.62439,-0.195098
1088.9582924842834,3.62442,-0.195089
1090.0434262752533,3.6244,-0.195155
1091.131586074829,3.62443,-0.195122
1092.2201919555664,3.62436,-0.195075
1093.3169527053833,3.62438,-0.195178
1094.407202720642,3.62433,-0.195087
1095.4982075691223,3.62431,-0.195162
1096.598533630371,3.6243,-0.195065
1097.689157962799,3.6243,-0.19506
1098.7839798927307,3.62426,-0.195183
1099.8736100196838,3.62428,-0.195061
1100.9660196304321,3.62423,-0.195134
1102.0617680549622,3.62425,-0.195077
1103.150196313858,3.62416,-0.19507
1104.2392556667328,3.62415,-0.195067
1105.3293442726135,3.62416,-0.195121
1106.4214081764221,3.62412,-0.195128
1107.5192248821259,3.62411,-0.195183
1108.6096222400665,3.62412,-0.195094
1109.7003984451294,3.62408,-0.195113
1110.7960155010223,3.62411,-0.195113
1111.8864076137543,3.624,-0.195121
1112.9777297973633,3.62404,-0.195073
1114.0713002681732,3.62399,-0.195143
1115.1611235141754,3.624,-0.195121
1116.2505946159363,3.62399,-0.195138
1117.338029384613,3.6239,-0.195104
1118.428894996643,3.62395,-0.195137
1119.5263178348541,3.62388,-0.195093
1120.6156125068665,3.62388,-0.195164
1121.7025401592255,3.62389,-0.195049
1122.7921566963196,3.62387,-0.195172
1123.8825590610504,3.62382,-0.195213
1124.976943731308,3.62382,-0.195165
1126.0667171478271,3.62379,-0.195125
1127.1537325382233,3.62374,-0.195073
1128.241263628006,3.62376,-0.195092
1129.3334729671478,3.62374,-0.195149
1130.430861711502,3.62377,-0.19508
1131.5191004276276,3.62369,-0.195097
1132.6108276844025,3.66381,-0.00587407
1133.6999716758728,3.66417,-0.00599083
1134.7888612747192,3.66443,-0.00590023
1135.8806853294373,3.66462,-0.00587852
1136.974779844284,3.66476,-0.00595813
1138.0690648555756,3.66492,-0.00589424
1139.160309791565,3.66504,-0.0058966
1140.250112771988,3.66514,-0.00593541
1141.3428537845612,3.66526,-0.00586809
1142.4329998493195,3.66537,-0.00592158
1143.5233330726624,3.66541,-0.00593935
1144.6199581623077,3.66554,-0.00591937
